id,customerId,amount,paymentMethod,status,city,state,timestamp,hour,dayOfWeek,timeSincePrevTxn,amountPercentile,customerAvgAmount,velocity24h,isUnusualHour,isHighAmount,isHighVelocity,isGeoAnomaly,isRapidFire,isSuspicious,anomalyScore,scoreSignals
TXN-mm23fa5x-30a0,CUS-1441,1816.45,spei,approved,Monterrey,Nuevo León,2026-01-08T04:39:14.820Z,4,4,,86,1816.45,1,true,false,false,false,false,true,20,Late-night transaction (4 AM)
TXN-mm23fa5x-313e,CUS-1195,1246.1,credit_card,approved,Cancún,Quintana Roo,2026-01-08T06:17:11.388Z,6,4,,70,1246.10,1,false,false,false,false,false,false,10,Transaction from fraud hotspot: Cancún; High-risk payment method: Credit Card
TXN-mm23fa5x-423a,CUS-0543,548.32,credit_card,approved,Tijuana,Baja California,2026-01-08T06:32:48.788Z,6,4,83548.573,25,1424.04,1,false,false,false,false,false,false,10,Transaction from fraud hotspot: Tijuana; High-risk payment method: Credit Card
TXN-mm23fa5x-97cd,CUS-0863,1111.82,debit_card,approved,Ciudad de México,CDMX,2026-01-08T06:53:42.894Z,6,4,428288.907,63,785.77,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-51f1,CUS-1484,765.52,credit_card,approved,Ciudad de México,CDMX,2026-01-08T07:11:18.250Z,7,4,89017.6,42,427.74,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-e2e9,CUS-0330,296.4,credit_card,approved,Guadalajara,Jalisco,2026-01-08T07:16:17.026Z,7,4,246459.987,5,1028.96,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-ddaf,CUS-0653,1346.94,credit_card,approved,Ciudad de México,CDMX,2026-01-08T07:27:43.062Z,7,4,468806.981,74,918.13,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-6609,CUS-1123,383.42,oxxo,approved,Mérida,Yucatán,2026-01-08T07:38:10.194Z,7,4,199265.11,10,1187.72,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-c816,CUS-1173,602.23,debit_card,approved,Monterrey,Nuevo León,2026-01-08T07:51:24.154Z,7,4,,29,602.23,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-48f7,CUS-1495,700.23,credit_card,approved,Mérida,Yucatán,2026-01-08T08:18:14.741Z,8,4,,37,700.23,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-9cff,CUS-1129,430.29,oxxo,approved,Ciudad de México,CDMX,2026-01-08T08:25:52.792Z,8,4,,14,430.29,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-ca22,CUS-0389,2656.08,credit_card,approved,Monterrey,Nuevo León,2026-01-08T08:32:02.666Z,8,4,535290.144,94,370.14,0,false,true,false,false,false,true,12,"Amount 2,656 MXN is 7.2x customer average (z-score: 1.5); High-risk payment method: Credit Card"
TXN-mm23fa5x-3c31,CUS-0195,509.37,credit_card,approved,Puebla,Puebla,2026-01-08T09:02:27.746Z,9,4,302300.405,21,791.36,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-8113,CUS-0722,1556.29,oxxo,declined,Ciudad de México,CDMX,2026-01-08T09:18:47.921Z,9,4,,80,1556.29,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-15ce,CUS-1165,914.35,oxxo,approved,Cancún,Quintana Roo,2026-01-08T09:31:26.304Z,9,4,,52,914.35,1,false,false,false,false,false,false,5,Transaction from fraud hotspot: Cancún
TXN-mm23fa5x-dba2,CUS-1077,1138.39,debit_card,approved,Guadalajara,Jalisco,2026-01-08T09:42:27.683Z,9,4,422647.534,65,339.97,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-d434,CUS-1233,3623.12,credit_card,approved,Ciudad de México,CDMX,2026-01-08T09:48:14.503Z,9,4,263104.297,97,564.44,0,false,true,false,false,false,true,17,"Amount 3,623 MXN is 6.4x customer average (z-score: 2.4); High-risk payment method: Credit Card"
TXN-mm23fa5x-8a42,CUS-0254,1199.11,credit_card,chargeback,Monterrey,Nuevo León,2026-01-08T10:02:10.260Z,10,4,179128.368,68,509.24,0,false,false,false,false,false,false,30,Transaction resulted in chargeback; High-risk payment method: Credit Card
TXN-mm23fa5x-6caa,CUS-1228,983.31,credit_card,approved,Querétaro,Querétaro,2026-01-08T10:05:48.857Z,10,4,,56,983.31,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-6595,CUS-0100,1184.42,credit_card,approved,Ciudad de México,CDMX,2026-01-08T10:07:44.113Z,10,4,470591.106,67,418.08,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-6081,CUS-1036,1498.02,spei,approved,Cancún,Quintana Roo,2026-01-08T10:10:14.077Z,10,4,,78,1498.02,1,false,false,false,false,false,false,5,Transaction from fraud hotspot: Cancún
TXN-mm23fa5x-d7df,CUS-1151,1182.6,spei,approved,Monterrey,Nuevo León,2026-01-08T10:16:46.029Z,10,4,39969.75,67,892.66,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-bbad,CUS-0604,775.02,spei,approved,León,Guanajuato,2026-01-08T10:17:49.467Z,10,4,,43,775.02,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-7340,CUS-0263,444.47,spei,approved,Oaxaca,Oaxaca,2026-01-08T10:41:51.431Z,10,4,,15,444.47,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-1216,CUS-1301,483.23,credit_card,approved,Tijuana,Baja California,2026-01-08T10:57:30.348Z,10,4,,19,483.23,1,false,false,false,false,false,false,10,Transaction from fraud hotspot: Tijuana; High-risk payment method: Credit Card
TXN-mm23fa5x-0a3f,CUS-0685,1935.23,credit_card,approved,Monterrey,Nuevo León,2026-01-08T11:29:41.210Z,11,4,172844.751,88,983.78,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-e362,CUS-0657,486.58,debit_card,chargeback,Ciudad de México,CDMX,2026-01-08T11:33:18.596Z,11,4,,19,486.58,1,false,false,false,false,false,false,25,Transaction resulted in chargeback
TXN-mm23fa5x-5dee,CUS-0376,1829.31,credit_card,approved,Ciudad de México,CDMX,2026-01-08T11:48:29.445Z,11,4,133727.976,86,1910.72,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-1ea4,CUS-0051,2152.15,debit_card,approved,Querétaro,Querétaro,2026-01-08T12:02:05.566Z,12,4,,90,2152.15,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-babf,CUS-0724,1199.28,spei,chargeback,Ciudad de México,CDMX,2026-01-08T12:16:52.303Z,12,4,,68,1199.28,1,false,false,false,false,false,false,25,Transaction resulted in chargeback
TXN-mm23fa5x-6985,CUS-0710,769.34,debit_card,declined,Ciudad de México,CDMX,2026-01-08T12:39:50.391Z,12,4,,42,769.34,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-1dee,CUS-0292,2957.92,credit_card,approved,Cancún,Quintana Roo,2026-01-08T12:43:58.029Z,12,4,,95,2957.92,1,false,false,false,false,false,false,19,"Amount 2,958 MXN is 1.0x customer average (z-score: 1.8); Transaction from fraud hotspot: Cancún; High-risk payment method: Credit Card"
TXN-mm23fa5x-ee7f,CUS-0872,2160.81,credit_card,approved,Querétaro,Querétaro,2026-01-08T13:04:49.413Z,13,4,,91,2160.81,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-a796,CUS-0917,1769.79,debit_card,approved,Ciudad de México,CDMX,2026-01-08T13:29:47.535Z,13,4,,85,1769.79,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-a378,CUS-1034,1497.6,spei,approved,Tijuana,Baja California,2026-01-08T13:30:26.335Z,13,4,,78,1497.60,1,false,false,false,false,false,false,5,Transaction from fraud hotspot: Tijuana
TXN-mm23fa5x-6d6d,CUS-0655,336.64,spei,approved,Tijuana,Baja California,2026-01-08T13:40:40.455Z,13,4,482493.664,7,1236.57,0,false,false,false,false,false,false,5,Transaction from fraud hotspot: Tijuana
TXN-mm23fa5x-aaaf,CUS-0573,175.3,credit_card,approved,Tijuana,Baja California,2026-01-08T14:05:50.022Z,14,4,90530.76,1,1488.37,0,false,false,false,false,false,false,10,Transaction from fraud hotspot: Tijuana; High-risk payment method: Credit Card
TXN-mm23fa5x-10e1,CUS-1102,325.7,credit_card,approved,Ciudad de México,CDMX,2026-01-08T14:15:14.139Z,14,4,,6,325.70,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-a121,CUS-0218,591.94,debit_card,approved,Puebla,Puebla,2026-01-08T14:30:47.489Z,14,4,142875.841,28,201.48,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-33e6,CUS-0108,939.64,debit_card,approved,Ciudad de México,CDMX,2026-01-08T14:41:21.987Z,14,4,,54,939.64,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-3677,CUS-1273,907.39,wallet,declined,Ciudad de México,CDMX,2026-01-08T14:44:40.149Z,14,4,,52,907.39,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-372f,CUS-0597,573.44,credit_card,declined,Tijuana,Baja California,2026-01-08T14:56:36.856Z,14,4,252363.079,27,878.94,0,false,false,false,false,false,false,10,Transaction from fraud hotspot: Tijuana; High-risk payment method: Credit Card
TXN-mm23fa5x-45e5,CUS-0551,1155.81,credit_card,declined,Ciudad de México,CDMX,2026-01-08T15:31:11.081Z,15,4,63937.016,66,663.41,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-6628,CUS-1157,1776.28,spei,approved,Monterrey,Nuevo León,2026-01-08T15:31:37.755Z,15,4,505682.724,85,884.70,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-0466,CUS-0728,473.86,wallet,approved,Mérida,Yucatán,2026-01-08T15:38:24.234Z,15,4,249897.938,18,772.67,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-481d,CUS-1002,2109.35,credit_card,approved,Ciudad de México,CDMX,2026-01-08T15:46:22.538Z,15,4,,90,2109.35,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-4043,CUS-0834,470.18,credit_card,approved,Guadalajara,Jalisco,2026-01-08T15:52:57.550Z,15,4,189238.897,17,211.02,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-6026,CUS-0525,550.99,credit_card,declined,Mérida,Yucatán,2026-01-08T16:03:00.886Z,16,4,,25,550.99,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-fb8c,CUS-0732,2325.13,credit_card,declined,Cancún,Quintana Roo,2026-01-08T16:07:07.610Z,16,4,,92,2325.13,1,false,false,false,false,false,false,16,"Amount 2,325 MXN is 1.0x customer average (z-score: 1.1); Transaction from fraud hotspot: Cancún; High-risk payment method: Credit Card"
TXN-mm23fa5x-c980,CUS-0851,642.39,credit_card,approved,Monterrey,Nuevo León,2026-01-08T16:19:37.203Z,16,4,431675.594,33,2116.45,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-15ff,CUS-0060,1063.66,spei,approved,León,Guanajuato,2026-01-08T16:22:38.974Z,16,4,414184.165,61,561.11,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-4a90,CUS-0821,148.6,wallet,approved,Puebla,Puebla,2026-01-08T16:36:40.077Z,16,4,,0,148.60,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-5236,CUS-0854,554.33,credit_card,approved,Puebla,Puebla,2026-01-08T17:06:38.722Z,17,4,461970.32,25,2043.21,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-f42b,CUS-0275,1087.85,debit_card,pending,Guadalajara,Jalisco,2026-01-08T17:09:07.621Z,17,4,,62,1087.85,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-f3ec,CUS-1111,1193.73,credit_card,approved,Ciudad de México,CDMX,2026-01-08T17:10:18.266Z,17,4,110649.53,68,460.46,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-f1de,CUS-0740,1151.55,oxxo,declined,Cancún,Quintana Roo,2026-01-08T17:12:18.196Z,17,4,,66,1151.55,1,false,false,false,false,false,false,5,Transaction from fraud hotspot: Cancún
TXN-mm23fa5x-4da1,CUS-0808,1231.23,oxxo,approved,Tijuana,Baja California,2026-01-08T17:12:51.299Z,17,4,573812.527,69,3124.73,0,false,false,false,false,false,false,5,Transaction from fraud hotspot: Tijuana
TXN-mm23fa5x-244c,CUS-0998,1069.28,spei,pending,Tijuana,Baja California,2026-01-08T17:13:21.656Z,17,4,392188.652,61,1241.83,0,false,false,false,false,false,false,5,Transaction from fraud hotspot: Tijuana
TXN-mm23fa5x-9c63,CUS-0896,1211.6,oxxo,approved,Ciudad de México,CDMX,2026-01-08T17:13:43.625Z,17,4,,69,1211.60,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-1d75,CUS-0077,986.35,credit_card,approved,Mérida,Yucatán,2026-01-08T17:19:22.038Z,17,4,,56,986.35,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-5d0d,CUS-0890,695.15,credit_card,approved,Querétaro,Querétaro,2026-01-08T17:30:39.179Z,17,4,342460.312,37,378.18,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-0d3e,CUS-0993,893,oxxo,approved,Monterrey,Nuevo León,2026-01-08T17:45:17.876Z,17,4,537031.229,51,628.83,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-f4d5,CUS-1391,432.32,oxxo,approved,Monterrey,Nuevo León,2026-01-08T18:00:55.491Z,18,4,,14,432.32,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-b0ec,CUS-1004,1647.67,spei,approved,Guadalajara,Jalisco,2026-01-08T18:03:03.849Z,18,4,,82,1647.67,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-7fb0,CUS-0045,849.92,oxxo,approved,Cancún,Quintana Roo,2026-01-08T18:07:38.028Z,18,4,,48,849.92,1,false,false,false,false,false,false,5,Transaction from fraud hotspot: Cancún
TXN-mm23fa5x-c94d,CUS-0179,2096.16,credit_card,declined,Mérida,Yucatán,2026-01-08T18:27:26.674Z,18,4,,90,2096.16,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-9693,CUS-0655,648.23,debit_card,approved,Guadalajara,Jalisco,2026-01-08T18:37:13.289Z,18,4,17792.834,33,786.61,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-9cd4,CUS-0783,1489.68,credit_card,approved,León,Guanajuato,2026-01-08T18:46:43.141Z,18,4,,78,1489.68,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-cc80,CUS-0085,1088.25,oxxo,approved,Oaxaca,Oaxaca,2026-01-08T19:02:40.468Z,19,4,98018.39,62,823.20,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-bd82,CUS-0126,208.15,wallet,approved,Monterrey,Nuevo León,2026-01-08T19:11:36.940Z,19,4,,2,208.15,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-641b,CUS-0277,4004.37,wallet,approved,Guadalajara,Jalisco,2026-01-08T19:13:53.509Z,19,4,,98,4004.37,1,false,false,false,false,false,false,14,"Amount 4,004 MXN is 1.0x customer average (z-score: 2.8)"
TXN-mm23fa5x-5b6f,CUS-0159,1738.69,oxxo,approved,Mérida,Yucatán,2026-01-08T19:27:44.776Z,19,4,,84,1738.69,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-a223,CUS-1099,2379.6,oxxo,approved,Oaxaca,Oaxaca,2026-01-08T20:04:54.526Z,20,4,,92,2379.60,1,false,false,false,false,false,false,6,"Amount 2,380 MXN is 1.0x customer average (z-score: 1.2)"
TXN-mm23fa5x-1906,CUS-1028,2107.56,debit_card,approved,Mérida,Yucatán,2026-01-08T20:19:13.219Z,20,4,,90,2107.56,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-330a,CUS-1139,2479.59,credit_card,declined,Tijuana,Baja California,2026-01-08T20:39:12.650Z,20,4,,93,2479.59,1,false,false,false,false,false,false,16,"Amount 2,480 MXN is 1.0x customer average (z-score: 1.3); Transaction from fraud hotspot: Tijuana; High-risk payment method: Credit Card"
TXN-mm23fa5x-b211,CUS-0662,375.5,oxxo,approved,Ciudad de México,CDMX,2026-01-08T20:41:55.397Z,20,4,126462.364,10,734.01,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-2bce,CUS-0871,505.32,spei,approved,Ciudad de México,CDMX,2026-01-08T20:58:20.330Z,20,4,,21,505.32,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-9315,CUS-0580,2149.25,credit_card,approved,Ciudad de México,CDMX,2026-01-08T21:06:07.292Z,21,4,263971.994,90,761.77,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-589c,CUS-0778,1390.13,debit_card,approved,Ciudad de México,CDMX,2026-01-08T21:16:35.536Z,21,4,99465.856,75,1083.35,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-7b4a,CUS-1009,1652.59,credit_card,approved,Ciudad de México,CDMX,2026-01-08T21:17:38.008Z,21,4,,82,1652.59,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-4fe7,CUS-1255,725.41,credit_card,approved,Guadalajara,Jalisco,2026-01-08T21:20:55.879Z,21,4,,39,725.41,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-1f81,CUS-0938,1084.29,credit_card,approved,Ciudad de México,CDMX,2026-01-08T21:22:45.075Z,21,4,,62,1084.29,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-326b,CUS-0996,761.64,credit_card,approved,Mérida,Yucatán,2026-01-08T21:33:02.910Z,21,4,172925.237,42,1112.72,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-09e3,CUS-0500,2583.76,credit_card,approved,Puebla,Puebla,2026-01-08T21:34:28.192Z,21,4,367557.717,94,623.49,0,false,true,false,false,false,true,12,"Amount 2,584 MXN is 4.1x customer average (z-score: 1.4); High-risk payment method: Credit Card"
TXN-mm23fa5x-2d17,CUS-1482,1708.73,credit_card,approved,Ciudad de México,CDMX,2026-01-08T21:47:22.019Z,21,4,84175.05,84,1038.19,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-fa7f,CUS-1242,1446.28,credit_card,approved,Oaxaca,Oaxaca,2026-01-08T21:52:25.502Z,21,4,,77,1446.28,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-aa02,CUS-0111,733.13,oxxo,approved,Guadalajara,Jalisco,2026-01-08T22:00:59.628Z,22,4,,40,733.13,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-fd68,CUS-0200,1340.14,debit_card,approved,Ciudad de México,CDMX,2026-01-08T22:04:05.088Z,22,4,,74,1340.14,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-bbe5,CUS-0888,446.29,credit_card,approved,Monterrey,Nuevo León,2026-01-08T22:05:18.862Z,22,4,,15,446.29,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-ce79,CUS-0723,768.03,spei,declined,Ciudad de México,CDMX,2026-01-08T22:10:42.726Z,22,4,,42,768.03,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-563b,CUS-0225,533.04,credit_card,declined,Ciudad de México,CDMX,2026-01-08T22:13:20.717Z,22,4,,23,533.04,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-9027,CUS-0968,846.89,debit_card,approved,Guadalajara,Jalisco,2026-01-08T22:14:00.734Z,22,4,559433.33,48,1084.24,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-e861,CUS-1448,478.02,debit_card,approved,Oaxaca,Oaxaca,2026-01-08T22:17:57.575Z,22,4,,18,478.02,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-b3c9,CUS-0043,542.39,spei,approved,Ciudad de México,CDMX,2026-01-08T22:18:09.010Z,22,4,,24,542.39,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-8d01,CUS-0880,628.7,spei,declined,Guadalajara,Jalisco,2026-01-08T22:19:49.111Z,22,4,527947.806,32,925.72,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-27ae,CUS-1034,370.32,wallet,approved,León,Guanajuato,2026-01-08T22:21:52.877Z,22,4,31886.542,9,1497.60,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-e36e,CUS-0709,1021.59,spei,approved,Guadalajara,Jalisco,2026-01-08T22:31:12.866Z,22,4,485758.221,59,846.14,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-cee6,CUS-1416,454.89,debit_card,approved,Ciudad de México,CDMX,2026-01-08T22:32:13.266Z,22,4,,16,454.89,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-e1a8,CUS-0270,1150.1,spei,approved,Monterrey,Nuevo León,2026-01-08T22:37:56.983Z,22,4,,65,1150.10,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-609e,CUS-1164,490.19,credit_card,approved,Monterrey,Nuevo León,2026-01-08T22:46:14.644Z,22,4,489300.334,19,991.49,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-b5ec,CUS-0344,417.16,debit_card,approved,Monterrey,Nuevo León,2026-01-08T22:54:17.140Z,22,4,,13,417.16,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-41eb,CUS-1195,849.53,debit_card,approved,Tijuana,Baja California,2026-01-08T22:55:49.433Z,22,4,59918.045,48,1246.10,1,false,false,false,false,false,false,5,Transaction from fraud hotspot: Tijuana
TXN-mm23fa5x-cb65,CUS-0981,1281.5,credit_card,approved,Ciudad de México,CDMX,2026-01-08T22:57:16.009Z,22,4,209121.538,71,649.74,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-3740,CUS-1225,604.5,spei,declined,Tijuana,Baja California,2026-01-08T23:00:18.447Z,23,4,184815.077,30,472.09,0,false,false,false,false,false,false,5,Transaction from fraud hotspot: Tijuana
TXN-mm23fa5x-8e40,CUS-0589,471.95,spei,declined,Ciudad de México,CDMX,2026-01-08T23:07:22.966Z,23,4,,18,471.95,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-377c,CUS-0721,2339.81,spei,declined,Guadalajara,Jalisco,2026-01-08T23:18:40.983Z,23,4,352664.439,92,702.10,0,false,false,false,false,false,false,6,"Amount 2,340 MXN is 3.3x customer average (z-score: 1.2)"
TXN-mm23fa5x-653f,CUS-0463,1047.12,spei,approved,Ciudad de México,CDMX,2026-01-08T23:28:26.762Z,23,4,,60,1047.12,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-b668,CUS-0507,1543.31,debit_card,pending,Guadalajara,Jalisco,2026-01-08T23:40:54.219Z,23,4,555575.594,80,1440.94,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-5b9e,CUS-0760,608.13,credit_card,approved,Mérida,Yucatán,2026-01-08T23:49:01.776Z,23,4,249118.278,30,674.17,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-8a00,CUS-0280,129.49,spei,approved,Cancún,Quintana Roo,2026-01-08T23:57:58.217Z,23,4,208833.476,0,847.11,0,false,false,false,false,false,false,5,Transaction from fraud hotspot: Cancún
TXN-mm23fa5x-c035,CUS-1274,1996.34,credit_card,approved,León,Guanajuato,2026-01-08T23:59:05.101Z,23,4,,88,1996.34,1,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-dbcd,CUS-0491,666.36,spei,chargeback,Ciudad de México,CDMX,2026-01-09T00:21:30.943Z,0,5,,34,666.36,1,true,false,false,false,false,true,45,Late-night transaction (0 AM); Transaction resulted in chargeback
TXN-mm23fa5x-e241,CUS-0012,7478.12,credit_card,chargeback,Tijuana,Baja California,2026-01-09T00:43:38.665Z,0,5,,100,7478.12,1,true,false,false,false,false,true,70,"Late-night transaction (0 AM); Amount 7,478 MXN is 1.0x customer average (z-score: 6.2); Transaction resulted in chargeback; Transaction from fraud hotspot: Tijuana; High-risk payment method: Credit Card"
TXN-mm23fa5x-f119,CUS-1200,801.13,credit_card,approved,Guadalajara,Jalisco,2026-01-09T01:12:11.595Z,1,5,,45,801.13,1,true,false,false,false,false,true,25,Late-night transaction (1 AM); High-risk payment method: Credit Card
TXN-mm23fa5x-c529,CUS-0487,955.91,credit_card,approved,Puebla,Puebla,2026-01-09T02:57:20.447Z,2,5,,55,955.91,1,true,false,false,false,false,true,25,Late-night transaction (2 AM); High-risk payment method: Credit Card
TXN-mm23fa5x-b3e3,CUS-0519,476.52,debit_card,approved,Querétaro,Querétaro,2026-01-09T03:03:07.317Z,3,5,,18,476.52,1,true,false,false,false,false,true,20,Late-night transaction (3 AM)
TXN-mm23fa5x-ff15,CUS-0964,1089.77,debit_card,approved,Puebla,Puebla,2026-01-09T03:26:56.435Z,3,5,,62,1089.77,1,true,false,false,false,false,true,20,Late-night transaction (3 AM)
TXN-mm23fa5x-795f,CUS-1203,745.2,credit_card,approved,Puebla,Puebla,2026-01-09T05:48:13.055Z,5,5,,41,745.20,1,true,false,false,false,false,true,25,Late-night transaction (5 AM); High-risk payment method: Credit Card
TXN-mm23fa5x-c1c9,CUS-0020,2815.86,credit_card,declined,Ciudad de México,CDMX,2026-01-09T05:50:58.532Z,5,5,,95,2815.86,1,true,false,false,false,false,true,33,"Late-night transaction (5 AM); Amount 2,816 MXN is 1.0x customer average (z-score: 1.6); High-risk payment method: Credit Card"
TXN-mm23fa5x-f0d9,CUS-1463,363.05,spei,approved,Monterrey,Nuevo León,2026-01-09T06:10:15.916Z,6,5,,9,363.05,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-c929,CUS-0615,572.65,oxxo,declined,Cancún,Quintana Roo,2026-01-09T06:13:51.009Z,6,5,288635.823,27,2918.76,0,false,false,false,false,false,false,5,Transaction from fraud hotspot: Cancún
TXN-mm23fa5x-ffcf,CUS-0696,1515.13,credit_card,approved,Puebla,Puebla,2026-01-09T06:18:32.785Z,6,5,256953.597,79,920.37,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-7d38,CUS-0094,1391.01,credit_card,approved,Guadalajara,Jalisco,2026-01-09T06:43:54.787Z,6,5,159658.013,75,490.62,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-3d78,CUS-0107,1659.65,oxxo,approved,Guadalajara,Jalisco,2026-01-09T06:46:03.044Z,6,5,,83,1659.65,1,false,false,false,false,false,false,0,
TXN-mm23fa5x-5830,CUS-0957,889.69,spei,approved,León,Guanajuato,2026-01-09T07:21:51.107Z,7,5,408563.473,51,782.06,0,false,false,false,false,false,false,0,
TXN-mm23fa5x-ab27,CUS-0885,2621.96,spei,approved,Querétaro,Querétaro,2026-01-09T07:28:55.440Z,7,5,,94,2621.96,1,false,false,false,false,false,false,7,"Amount 2,622 MXN is 1.0x customer average (z-score: 1.4)"
TXN-mm23fa5x-2bd8,CUS-0072,534.15,credit_card,pending,Oaxaca,Oaxaca,2026-01-09T07:49:25.553Z,7,5,559112.235,24,1299.63,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
TXN-mm23fa5x-5ab8,CUS-0364,839.06,credit_card,approved,Puebla,Puebla,2026-01-09T07:55:19.698Z,7,5,399628.618,47,3310.26,0,false,false,false,false,false,false,5,High-risk payment method: Credit Card
